,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
161,27.0,No,Travel_Frequently,Sales,4,4,Life Sciences,4,Female,2,2,Sales Executive,3,Married,2379.0,4,No,14,3.0,3,1,3.0,4,5.0,11
162,33.0,No,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,3230.0,2,Yes,18,3.0,2,1,4.0,3,3.0,7
163,27.0,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,3,1,Laboratory Technician,4,Divorced,2277.0,5,No,22,3.0,1,1,2.0,3,2.0,0
164,35.0,No,Non-Travel,Sales,1,1,Medical,2,Male,3,3,Sales Executive,4,Married,13245.0,1,No,14,3.0,4,1,3.0,3,1.0,10
165,33.0,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,Married,2277.0,1,No,20,3.0,4,2,4.0,4,4.0,3
166,31.0,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,5915.0,1,No,11,4.0,3,1,3.0,3,7.0,3
167,30.0,No,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Male,3,1,Laboratory Technician,3,Married,3491.0,1,No,11,3.0,1,1,3.0,3,10.0,3
168,33.0,No,Non-Travel,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,13610.0,9,No,11,3.0,3,0,2.0,3,7.0,9
169,28.0,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,5010.0,9,Yes,11,4.0,2,2,5.0,3,5.0,3
170,40.0,No,Non-Travel,Research & Development,22,4,Other,3,Male,2,2,Research Scientist,4,Married,10932.0,1,Yes,15,3.0,2,0,2.0,3,1.0,10
171,33.0,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,3143.0,4,No,19,3.0,4,2,1.0,3,10.0,0
172,33.0,No,Travel_Frequently,Research & Development,4,3,Life Sciences,3,Male,2,2,Manufacturing Director,3,Married,4373.0,1,No,12,3.0,3,1,2.0,3,4.0,13
173,34.0,No,Travel_Rarely,Sales,7,2,Marketing,1,Male,2,3,Sales Executive,4,Married,2932.0,7,Yes,18,3.0,4,1,2.0,3,5.0,2
174,40.0,No,Travel_Rarely,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,16823.0,4,Yes,11,3.0,3,0,3.0,3,5.0,7
175,40.0,Yes,Travel_Frequently,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,13503.0,7,No,13,4.0,1,3,3.0,3,22.0,3
176,45.0,Yes,Travel_Frequently,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,14118.0,6,Yes,17,3.0,3,0,3.0,2,4.0,7
177,43.0,No,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,2437.0,3,No,23,3.0,2,2,4.0,3,1.0,2
178,34.0,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Female,3,2,Research Scientist,1,Divorced,4381.0,3,Yes,12,3.0,2,2,3.0,3,6.0,9
179,38.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Research Scientist,4,Married,13206.0,1,Yes,13,3.0,4,1,3.0,3,18.0,5
180,38.0,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,10609.0,8,No,19,3.0,3,3,6.0,3,16.0,3
181,23.0,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Male,3,4,Manager,2,Single,1223.0,3,No,23,4.0,4,0,2.0,3,1.0,9
182,32.0,Yes,Travel_Rarely,Research & Development,7,2,Technical Degree,4,Female,3,1,Laboratory Technician,3,Married,5228.0,8,No,11,3.0,4,1,2.0,1,13.0,9
183,36.0,No,Travel_Rarely,Sales,7,1,Life Sciences,4,Female,3,1,Sales Representative,3,Married,5228.0,1,No,13,3.0,1,1,2.0,3,1.0,0
184,44.0,No,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,2871.0,1,No,12,3.0,4,2,4.0,3,3.0,3
185,56.0,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Female,4,1,Research Scientist,3,Married,5380.0,1,No,24,3.0,3,1,3.0,3,0.0,7
186,37.0,No,Non-Travel,Research & Development,29,4,Life Sciences,2,Female,2,4,Manager,3,Married,4449.0,0,No,15,3.0,2,1,2.0,3,13.0,10
187,38.0,No,Travel_Frequently,Research & Development,2,4,Medical,4,Female,4,1,Research Scientist,4,Married,5980.0,0,Yes,14,3.0,1,3,2.0,3,0.0,0
188,29.0,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Female,3,1,Research Scientist,4,Married,16799.0,4,No,20,3.0,4,1,5.0,3,20.0,4
189,33.0,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,8224.0,1,No,13,3.0,3,0,3.0,3,5.0,2
190,26.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2368.0,3,No,17,3.0,1,1,3.0,3,5.0,0
191,31.0,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,2,1,Research Scientist,1,Single,5467.0,6,Yes,20,4.0,3,0,2.0,3,10.0,0
192,34.0,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2625.0,8,Yes,15,3.0,3,1,2.0,4,13.0,2
193,42.0,No,Travel_Rarely,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,3904.0,1,No,14,3.0,4,1,2.0,3,5.0,8
195,29.0,No,Travel_Frequently,Research & Development,18,4,Life Sciences,4,Female,2,5,Research Director,3,Divorced,3180.0,1,Yes,17,3.0,3,1,3.0,3,3.0,9
196,31.0,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,4779.0,2,Yes,20,3.0,4,1,2.0,1,1.0,7
197,40.0,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,3591.0,1,Yes,11,3.0,4,0,3.0,3,4.0,0
198,29.0,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,3983.0,0,No,11,3.0,3,1,4.0,3,3.0,0
199,27.0,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,2394.0,8,No,23,3.0,1,0,2.0,3,8.0,15
200,40.0,No,Travel_Rarely,Sales,13,2,Life Sciences,4,Male,3,1,Sales Representative,2,Married,2809.0,1,No,13,3.0,3,1,2.0,3,2.0,0
201,27.0,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Female,2,1,Laboratory Technician,4,Married,12490.0,0,No,17,3.0,4,0,5.0,2,8.0,2
202,27.0,No,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Male,2,2,Research Scientist,2,Married,6796.0,1,No,23,3.0,4,1,3.0,3,5.0,7
203,42.0,Yes,Travel_Rarely,Research & Development,25,3,Life Sciences,1,Male,1,1,Laboratory Technician,3,Single,4907.0,1,No,12,4.0,3,0,3.0,2,20.0,0
204,34.0,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,1,Married,9713.0,2,No,16,3.0,2,1,2.0,3,5.0,2
205,49.0,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,19502.0,4,No,12,3.0,2,2,5.0,4,31.0,2
206,39.0,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Healthcare Representative,4,Married,19431.0,4,No,13,3.0,2,1,3.0,2,6.0,2
207,59.0,No,Non-Travel,Sales,7,4,Medical,2,Female,3,5,Manager,2,Single,4298.0,1,No,14,3.0,2,0,2.0,2,6.0,8
208,38.0,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,3,Sales Executive,4,Single,9396.0,1,No,21,3.0,1,0,3.0,2,7.0,8
209,31.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,3420.0,4,No,15,3.0,3,1,2.0,1,6.0,3
210,52.0,No,Travel_Frequently,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,5237.0,1,Yes,11,4.0,3,1,3.0,2,9.0,14
211,28.0,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Female,3,1,Research Scientist,4,Single,5538.0,1,Yes,13,3.0,3,0,0.0,2,7.0,9
212,34.0,No,Travel_Rarely,Research & Development,2,1,Technical Degree,3,Male,3,1,Laboratory Technician,4,Married,7083.0,0,No,14,3.0,3,1,3.0,3,10.0,1
213,56.0,No,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,3,2,Laboratory Technician,4,Divorced,7260.0,3,No,22,3.0,4,1,3.0,2,6.0,7
214,35.0,No,Travel_Frequently,Research & Development,3,4,Life Sciences,4,Female,3,1,Research Scientist,3,Married,4364.0,1,Yes,11,3.0,3,0,2.0,3,2.0,7
215,27.0,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,6582.0,1,Yes,14,3.0,4,2,2.0,2,6.0,7
216,42.0,No,Travel_Rarely,Research & Development,2,2,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,5155.0,2,No,14,3.0,3,1,3.0,3,6.0,7
217,41.0,No,Travel_Rarely,Research & Development,21,4,Life Sciences,2,Male,4,3,Manufacturing Director,1,Divorced,6870.0,1,No,11,3.0,3,1,3.0,3,3.0,9
218,19.0,No,Travel_Frequently,Research & Development,6,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,2325.0,4,No,18,4.0,4,0,5.0,3,0.0,0
219,38.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,11510.0,1,Yes,11,3.0,2,2,2.0,3,9.0,0
220,46.0,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3989.0,1,No,22,3.0,2,2,2.0,1,11.0,2
221,32.0,No,Travel_Frequently,Sales,11,4,Marketing,4,Male,3,2,Sales Executive,4,Single,4648.0,3,No,12,3.0,3,0,2.0,4,0.0,1
222,50.0,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Laboratory Technician,4,Single,2380.0,0,No,19,3.0,1,0,5.0,3,1.0,7
223,48.0,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,3,2,Manufacturing Director,2,Married,4262.0,0,No,15,3.0,1,1,3.0,3,2.0,7
224,23.0,No,Travel_Rarely,Research & Development,11,2,Other,1,Male,4,2,Manufacturing Director,3,Divorced,2322.0,0,No,18,3.0,4,1,3.0,2,0.0,2
225,33.0,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Female,3,3,Sales Executive,3,Divorced,3931.0,3,Yes,13,3.0,3,1,5.0,3,4.0,7
226,39.0,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Male,3,1,Research Scientist,3,Single,19272.0,1,No,12,3.0,1,0,2.0,1,21.0,2
227,24.0,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4999.0,1,Yes,20,4.0,1,0,2.0,3,3.0,7
228,31.0,No,Travel_Frequently,Research & Development,2,2,Medical,4,Female,4,2,Manufacturing Director,4,Married,9637.0,1,No,12,3.0,2,0,3.0,3,3.0,7
229,20.0,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,3033.0,9,Yes,12,3.0,2,2,2.0,3,2.0,2
230,41.0,No,Travel_Frequently,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,4233.0,4,No,13,3.0,1,2,3.0,2,5.0,2
231,30.0,No,Travel_Rarely,Sales,4,3,Medical,2,Male,3,2,Sales Executive,3,Married,2028.0,1,No,15,3.0,2,0,2.0,4,2.0,4
232,35.0,No,Travel_Rarely,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,5098.0,4,No,11,3.0,4,2,5.0,4,10.0,9
233,42.0,Yes,Travel_Rarely,Sales,5,3,Marketing,3,Male,2,2,Sales Executive,3,Single,13348.0,1,Yes,11,3.0,4,0,3.0,3,2.0,4
234,30.0,Yes,Non-Travel,Sales,1,2,Life Sciences,2,Female,3,2,Sales Executive,4,Single,8412.0,8,Yes,11,3.0,1,0,3.0,1,9.0,4
235,23.0,No,Travel_Rarely,Research & Development,17,3,Life Sciences,4,Female,1,1,Research Scientist,3,Single,3295.0,2,No,13,3.0,4,0,3.0,3,3.0,0
236,46.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Male,2,4,Manufacturing Director,4,Married,16606.0,1,No,16,3.0,3,1,2.0,3,13.0,6
237,42.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,4272.0,1,No,14,3.0,4,1,3.0,1,1.0,0
238,37.0,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,3617.0,5,No,18,3.0,4,1,2.0,3,10.0,1
239,32.0,Yes,Travel_Rarely,Research & Development,1,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,9204.0,1,Yes,12,3.0,3,3,5.0,2,4.0,3
240,49.0,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,5324.0,5,No,11,4.0,1,1,2.0,3,5.0,2
241,40.0,Yes,Travel_Rarely,Sales,9,4,Life Sciences,3,Female,2,1,Sales Representative,1,Single,6377.0,7,No,23,3.0,2,0,2.0,3,12.0,3
242,45.0,No,Travel_Rarely,Sales,1,3,Marketing,2,Female,4,3,Sales Executive,1,Married,6439.0,1,No,16,3.0,3,1,3.0,3,1.0,7
243,29.0,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,2,1,Research Scientist,4,Divorced,3339.0,9,No,12,3.0,2,1,2.0,2,7.0,4
244,18.0,No,Non-Travel,Research & Development,25,3,Life Sciences,2,Male,4,1,Research Scientist,4,Single,10502.0,1,Yes,12,3.0,4,0,2.0,3,5.0,0
245,35.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,1,Divorced,2269.0,3,No,16,3.0,2,1,2.0,3,1.0,2
246,31.0,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,11031.0,1,Yes,11,4.0,4,1,2.0,3,11.0,0
247,38.0,No,Travel_Rarely,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,2899.0,1,Yes,13,3.0,4,0,3.0,3,2.0,0
248,29.0,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,Female,3,1,Laboratory Technician,1,Married,3491.0,5,No,13,3.0,3,1,3.0,3,2.0,2
249,27.0,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Male,2,1,Research Scientist,2,Married,3291.0,5,No,16,3.0,2,0,3.0,4,15.0,2
250,25.0,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,6180.0,1,Yes,14,3.0,1,0,2.0,1,6.0,7
251,32.0,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,1,Research Scientist,4,Single,17875.0,0,Yes,14,3.0,3,0,3.0,4,1.0,4
252,47.0,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,5689.0,4,No,17,3.0,3,1,2.0,2,10.0,1
253,34.0,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,5429.0,1,Yes,18,3.0,2,0,1.0,1,8.0,0
254,45.0,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,4,3,Healthcare Representative,4,Divorced,2437.0,0,No,17,3.0,1,3,2.0,2,5.0,10
255,22.0,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,8321.0,0,No,22,3.0,3,1,1.0,3,10.0,2
256,39.0,No,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,2,Sales Executive,2,Married,4728.0,3,No,14,3.0,3,1,5.0,3,10.0,8
257,58.0,Yes,Travel_Rarely,Sales,24,4,Medical,1,Male,2,2,Sales Executive,2,Single,6833.0,0,Yes,23,3.0,3,0,5.0,4,6.0,9
258,34.0,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,11994.0,1,No,18,3.0,4,0,4.0,2,12.0,2
259,25.0,No,Travel_Rarely,Sales,8,2,Marketing,3,Male,2,3,Sales Executive,4,Married,5744.0,4,Yes,11,3.0,2,1,1.0,2,6.0,2
260,29.0,No,Travel_Frequently,Research & Development,1,3,Medical,3,Female,2,1,Laboratory Technician,3,Married,5765.0,2,No,15,3.0,4,1,4.0,2,5.0,2
261,44.0,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,6244.0,3,Yes,19,3.0,4,1,6.0,4,5.0,4
262,28.0,No,Travel_Frequently,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,9980.0,1,No,17,3.0,1,2,3.0,3,3.0,8
263,18.0,No,Non-Travel,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,1611.0,1,No,19,3.0,1,2,5.0,3,0.0,7
264,47.0,No,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,3,Sales Executive,3,Divorced,2105.0,0,Yes,13,3.0,4,1,3.0,4,2.0,14
265,50.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,5,Research Director,1,Married,13269.0,8,No,12,3.0,2,3,3.0,3,14.0,0
266,29.0,No,Travel_Rarely,Sales,6,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,4193.0,9,No,11,3.0,4,3,3.0,2,9.0,7
267,41.0,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,2778.0,2,Yes,20,3.0,3,0,1.0,2,7.0,0
268,40.0,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,5,Manager,3,Married,2345.0,6,No,13,3.0,2,0,3.0,4,3.0,0
269,29.0,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,2394.0,1,No,11,3.0,1,1,2.0,3,3.0,8
270,30.0,No,Travel_Rarely,Sales,1,1,Life Sciences,1,Male,2,2,Sales Executive,3,Single,2206.0,7,No,11,3.0,4,0,5.0,2,10.0,3
271,51.0,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,2,Research Scientist,1,Married,13734.0,5,Yes,22,3.0,3,1,6.0,3,7.0,3
272,28.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,3,1,Research Scientist,2,Married,6125.0,0,No,23,3.0,4,1,3.0,3,10.0,4
273,34.0,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Female,3,1,Research Scientist,1,Married,4538.0,1,Yes,13,3.0,4,0,3.0,3,3.0,7
274,39.0,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,9991.0,0,No,18,3.0,1,1,5.0,3,7.0,3
275,44.0,No,Travel_Rarely,Research & Development,20,4,Life Sciences,4,Male,3,2,Research Scientist,3,Single,2436.0,3,No,12,3.0,4,0,2.0,2,4.0,3
276,43.0,No,Non-Travel,Research & Development,23,3,Life Sciences,4,Male,2,3,Manufacturing Director,3,Single,2438.0,0,No,21,3.0,2,0,2.0,3,3.0,7
277,33.0,Yes,Travel_Rarely,Research & Development,1,4,Medical,1,Female,3,1,Research Scientist,4,Married,2206.0,9,Yes,14,3.0,2,3,2.0,4,6.0,2
278,29.0,No,Travel_Rarely,Research & Development,6,2,Medical,2,Male,2,1,Laboratory Technician,3,Single,4723.0,0,No,14,3.0,2,0,3.0,2,10.0,0
279,58.0,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,2380.0,2,No,18,3.0,4,1,3.0,3,4.0,1
280,27.0,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Female,3,1,Laboratory Technician,3,Divorced,3812.0,1,No,20,3.0,3,1,2.0,2,0.0,1
281,31.0,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Male,2,1,Sales Representative,2,Single,10855.0,1,Yes,11,3.0,3,0,2.0,3,12.0,2
282,30.0,No,Travel_Rarely,Sales,12,3,Marketing,3,Male,3,3,Sales Executive,4,Single,5294.0,4,No,11,3.0,4,0,3.0,3,7.0,2
283,32.0,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Female,3,3,Healthcare Representative,3,Married,3312.0,1,No,17,3.0,2,1,3.0,3,3.0,9
284,34.0,No,Travel_Frequently,Research & Development,1,4,Medical,4,Female,3,3,Healthcare Representative,1,Divorced,4444.0,7,No,16,3.0,3,1,2.0,3,11.0,2
285,35.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,10221.0,9,No,19,4.0,3,0,3.0,3,8.0,1
286,32.0,No,Travel_Rarely,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,3310.0,0,No,13,3.0,3,2,5.0,3,6.0,2
287,36.0,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,3,1,Laboratory Technician,4,Single,10466.0,1,No,15,3.0,3,0,3.0,3,2.0,0
288,30.0,No,Non-Travel,Sales,2,3,Life Sciences,3,Female,3,3,Sales Executive,4,Divorced,5093.0,4,Yes,12,3.0,2,1,2.0,2,1.0,6
289,19.0,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2936.0,1,No,15,3.0,1,2,4.0,3,6.0,0
290,43.0,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,7510.0,2,No,11,3.0,2,0,1.0,2,10.0,2
291,39.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Married,2342.0,0,No,11,4.0,3,1,2.0,3,19.0,13
292,56.0,No,Travel_Frequently,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,13212.0,9,No,17,3.0,3,1,3.0,3,7.0,3
293,52.0,No,Travel_Rarely,Sales,29,1,Medical,1,Female,3,3,Manager,3,Married,2342.0,3,No,21,3.0,2,1,2.0,1,5.0,0
294,50.0,No,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10496.0,3,No,18,3.0,2,1,6.0,3,4.0,2
295,34.0,Yes,Travel_Rarely,Sales,22,1,Marketing,4,Male,3,1,Sales Representative,3,Single,6274.0,1,Yes,19,4.0,4,0,5.0,2,6.0,0
296,18.0,Yes,Non-Travel,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,1514.0,1,No,22,3.0,2,0,4.0,3,0.0,7
297,38.0,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,2821.0,9,No,12,3.0,1,1,2.0,3,2.0,2
298,34.0,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,5343.0,6,Yes,14,4.0,2,1,3.0,3,13.0,2
299,35.0,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,4581.0,1,No,21,4.0,3,2,2.0,2,11.0,7
300,42.0,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Female,3,2,Manufacturing Director,3,Married,5231.0,2,No,16,3.0,2,1,1.0,3,5.0,7
301,27.0,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Male,3,2,Sales Executive,3,Divorced,6142.0,8,No,14,4.0,3,1,0.0,3,6.0,7
302,20.0,No,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,1009.0,1,No,13,3.0,1,0,5.0,3,1.0,3
303,46.0,No,Non-Travel,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,7991.0,1,No,22,3.0,4,1,3.0,3,2.0,0
304,37.0,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,6474.0,1,Yes,22,3.0,4,0,2.0,2,14.0,3
305,24.0,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,3,4,Research Director,3,Married,2379.0,2,Yes,14,3.0,2,0,6.0,3,4.0,2
306,46.0,No,Travel_Rarely,Research & Development,18,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,5562.0,3,Yes,14,3.0,4,2,4.0,3,10.0,7
307,40.0,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,3,4,Research Director,1,Divorced,2213.0,7,No,14,3.0,4,2,3.0,2,7.0,8
308,50.0,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3,Female,3,2,Research Scientist,4,Single,9208.0,1,No,13,3.0,3,0,3.0,3,2.0,8
309,56.0,No,Travel_Rarely,Research & Development,27,3,Life Sciences,3,Male,3,3,Manufacturing Director,1,Married,13402.0,8,No,11,3.0,3,1,0.0,3,19.0,7
310,18.0,No,Travel_Rarely,Research & Development,20,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,1200.0,1,No,14,3.0,3,0,2.0,2,0.0,11
311,35.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,5,Manager,4,Single,10976.0,2,No,13,4.0,3,0,2.0,2,10.0,0
312,33.0,No,Travel_Rarely,Sales,15,2,Marketing,3,Female,2,3,Sales Executive,1,Divorced,6949.0,2,No,11,3.0,1,1,2.0,3,5.0,7
313,27.0,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,6349.0,6,No,13,3.0,2,1,0.0,3,5.0,9
314,36.0,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,5772.0,1,Yes,14,4.0,3,0,2.0,2,1.0,9
315,43.0,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Male,3,3,Research Director,3,Married,7847.0,9,No,12,3.0,1,1,3.0,1,10.0,3
316,28.0,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,3660.0,5,No,21,3.0,3,3,4.0,3,8.0,7
317,40.0,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,5473.0,0,No,19,3.0,4,1,5.0,3,8.0,2
318,31.0,No,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Female,1,2,Manufacturing Director,2,Married,2109.0,1,No,14,3.0,2,2,3.0,2,3.0,6
319,49.0,Yes,Travel_Rarely,Sales,2,1,Medical,3,Female,3,2,Sales Executive,4,Single,16413.0,4,No,16,3.0,3,0,2.0,2,4.0,7
320,35.0,No,Travel_Rarely,Research & Development,3,3,Medical,3,Male,4,1,Laboratory Technician,1,Married,3407.0,4,Yes,20,3.0,1,3,2.0,2,10.0,0
321,41.0,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4766.0,3,No,12,3.0,1,0,5.0,3,1.0,2
